ID,peak_value,dis2peak,板温,现场温度,光照强度,转换效率,转换效率A,转换效率B,转换效率C,电压A,电压B,电压C,电流A,电流B,电流C,功率A,std_power,mean_power,功率B,功率C,平均功率,风速,风向,发电量
13323,4861.37,11,32.03,22.8,707,21.04,20.86,20.95,21.32,597.0,595.0,591.0,8.0,8.06,8.26,4776.0,1442.0153944211356,3959.901888888888,4795.7,4881.66,4817.79,4.0,65.0,10.294304
13324,4861.37,12,32.66,23.1,669,21.72,21.56,22.07,21.53,598.0,596.0,589.0,7.83,8.04,7.94,4682.34,1413.750733996813,3945.8891666666664,4791.84,4676.66,4716.95,4.2,87.0,10.10031419
13328,4861.37,16,32.55,22.6,648,21.06,21.2,20.63,21.34,596.0,595.0,592.0,7.48,7.29,7.58,4458.08,1439.7571592942065,3852.478722222223,4337.55,4487.36,4427.66,4.7,61.0,9.548374786
13329,4861.37,17,31.72,22.4,673,21.12,21.22,20.76,21.37,600.0,597.0,594.0,7.7,7.57,7.83,4620.0,1446.089960792213,3850.893555555556,4519.29,4651.02,4596.77,2.5,60.0,9.762384504
13331,4861.37,19,32.02,22.4,672,21.32,21.35,21.16,21.44,598.0,595.0,592.0,7.77,7.74,7.88,4646.46,1488.2322469412875,3742.6334444444446,4605.3,4664.96,4638.91,4.1,48.0,9.949256476
13332,4861.37,20,32.41,22.7,672,21.01,21.43,20.84,20.77,598.0,592.0,591.0,7.81,7.67,7.66,4670.38,1464.9875064959745,3739.397388888889,4540.64,4527.06,4579.36,4.1,48.0,9.809585261
13333,4861.37,21,32.62,22.6,659,21.23,21.6,21.13,20.95,597.0,593.0,592.0,7.74,7.62,7.57,4620.78,1477.3120000608747,3711.2814999999996,4518.66,4481.44,4540.29,4.3,57.0,9.744668658
13336,4861.37,24,33.18,22.9,663,20.7,20.95,20.32,20.84,596.0,593.0,593.0,7.58,7.39,7.58,4517.68,1463.7037479410044,3666.8711111111115,4382.27,4494.94,4464.96,2.6,75.0,9.492722902
13337,4861.37,25,32.89,22.8,654,20.97,21.09,20.78,21.05,596.0,595.0,591.0,7.52,7.42,7.57,4481.92,1467.2822698016412,3648.4732777777776,4414.9,4473.87,4456.9,2.1,90.0,9.433359271
13341,4861.37,29,33.53,23.1,599,21.05,21.26,21.4,20.48,596.0,593.0,591.0,6.96,7.04,6.76,4148.16,1459.4353413861718,3547.8445000000006,4174.72,3995.16,4106.01,4.1,94.0,8.754807596000001
13344,4861.37,32,32.49,22.9,637,20.75,20.52,20.17,21.57,599.0,593.0,595.0,7.08,7.03,7.49,4240.92,1449.0633471723113,3473.0386666666664,4168.79,4456.55,4288.75,2.0,56.0,8.999860485
13346,4861.37,34,32.82,23.1,626,20.84,20.7,20.79,21.02,598.0,593.0,592.0,7.04,7.13,7.22,4209.92,1467.8950107221806,3388.291388888889,4228.09,4274.24,4237.42,2.2,40.0,8.909570789
13347,4861.37,35,32.97,23.3,625,20.64,20.6,20.3,21.01,597.0,595.0,592.0,7.01,6.93,7.21,4184.97,1437.9953826211895,3372.635833333334,4123.35,4268.32,4192.21,2.7,79.0,8.83683983
13348,4861.37,36,33.09,23.5,625,20.12,20.3,19.81,20.23,598.0,593.0,595.0,6.9,6.79,6.91,4126.2,1436.4387494914386,3323.1965000000005,4026.47,4111.45,4088.04,2.7,79.0,8.60886194
13351,4861.37,39,33.93,23.6,603,20.14,20.31,19.88,20.23,599.0,596.0,594.0,6.67,6.56,6.7,3995.33,1372.1183001192944,3317.7831843575423,3909.76,3979.8,3961.63,2.2,11.0,8.299348579
13353,4861.37,41,33.29,23.1,579,20.49,20.51,20.12,20.85,602.0,597.0,596.0,6.42,6.35,6.59,3864.84,1346.7434587169703,3233.1788268156424,3790.95,3927.64,3861.14,2.5,97.0,8.104780688
13354,4861.37,42,33.41,23.5,585,19.89,20.0,19.59,20.09,600.0,596.0,594.0,6.35,6.26,6.44,3810.0,1359.1954959515847,3198.7410614525133,3730.96,3825.36,3788.77,2.9,74.0,7.94068119
13355,4861.37,43,32.85,22.9,546,20.98,21.78,20.36,20.8,599.0,599.0,600.0,6.45,6.03,6.15,3863.55,1337.889742117092,3170.28592178771,3611.97,3690.0,3721.84,2.4,47.0,7.854654518999999
13356,4861.37,44,31.72,23.0,557,20.23,20.32,19.98,20.38,603.0,600.0,598.0,6.07,6.0,6.14,3660.21,1345.4101398637774,3105.0838547486032,3600.0,3671.72,3643.98,3.6,93.0,7.618576532
13357,4861.37,45,32.16,23.0,546,20.45,20.45,20.25,20.65,604.0,600.0,597.0,5.99,5.97,6.12,3617.96,1326.606675128414,3066.9434636871515,3582.0,3653.64,3617.87,3.2,94.0,7.817881129
13358,4861.37,46,31.64,23.1,536,20.48,20.42,20.29,20.74,604.0,602.0,601.0,5.86,5.84,5.98,3539.44,1316.1916454124116,3019.499553072626,3515.68,3593.98,3549.7,4.2,90.0,7.418933197999999
13359,4861.37,47,31.35,23.3,529,19.99,19.94,19.76,20.26,605.0,603.0,600.0,5.63,5.6,5.77,3406.15,1315.085956904857,2962.1408938547484,3376.8,3462.0,3414.98,4.7,96.0,7.113437052999999
13360,4861.37,48,31.0,23.0,546,20.35,20.58,20.27,20.2,608.0,605.0,600.0,5.96,5.9,5.93,3623.68,1329.7605341909195,2897.5574301675974,3569.5,3558.0,3583.73,2.9,82.0,7.460072441
13361,4861.37,49,31.2,23.1,540,20.32,20.16,20.23,20.55,608.0,606.0,602.0,5.78,5.82,5.95,3514.24,1305.103024955075,2868.7984916201117,3526.92,3581.9,3541.02,3.2,89.0,7.34533839
13363,4861.37,51,30.54,22.9,532,20.07,20.12,19.64,20.45,610.0,604.0,603.0,5.65,5.57,5.81,3446.5,1294.4118768833555,2828.5543016759775,3364.28,3503.43,3438.07,3.2,58.0,7.084824475
13364,4861.37,52,30.37,22.9,537,19.92,19.88,19.61,20.27,610.0,605.0,605.0,5.63,5.6,5.79,3434.3,1281.9759894470787,2779.6948044692735,3388.0,3502.95,3441.75,3.4,82.0,7.101059573
13365,4861.37,53,30.56,23.0,539,19.97,19.97,19.77,20.19,609.0,605.0,603.0,5.69,5.67,5.81,3465.21,1261.8372968537167,2749.357374301676,3430.35,3503.43,3466.33,1.6,79.0,7.17101082
13368,4861.37,56,30.7,22.8,501,19.89,20.05,19.55,20.09,607.0,609.0,606.0,5.33,5.18,5.35,3235.31,1247.4722358112626,2545.2672471910114,3154.62,3242.1,3210.68,3.7,65.0,6.616804387
13369,4861.37,57,30.41,23.0,496,19.71,19.88,19.47,19.79,609.0,607.0,605.0,5.21,5.12,5.22,3172.89,1232.0370089986584,2546.793446327684,3107.84,3158.1,3146.28,3.1,89.0,6.489053711
13370,4861.37,58,30.26,22.8,499,19.53,19.57,19.25,19.78,611.0,607.0,607.0,5.14,5.09,5.23,3140.54,1209.9699290712447,2528.0393142857138,3089.63,3174.61,3134.93,2.2,82.0,6.469585692999999
13373,4861.37,61,30.6,23.0,508,19.56,19.97,19.29,19.42,613.0,607.0,605.0,5.33,5.2,5.25,3267.29,1179.1905424381903,2348.9205714285713,3156.4,3176.25,3199.98,3.6,86.0,6.614484428
13374,4861.37,62,30.2,23.0,500,19.37,19.68,19.09,19.34,612.0,610.0,605.0,5.17,5.03,5.14,3164.04,1174.3210591455522,2294.5628,3068.3,3109.7,3114.01,3.3,74.0,6.401833455
13375,4861.37,63,30.16,23.0,481,19.26,19.52,19.16,19.11,611.0,612.0,608.0,4.94,4.84,4.86,3018.34,1150.2948372089043,2248.1663218390804,2962.08,2954.88,2978.43,2.8,93.0,6.156864345
13377,4861.37,65,30.22,23.1,468,19.05,19.14,18.89,19.11,613.0,610.0,608.0,4.7,4.66,4.73,2881.1,1142.0410277200485,2151.247701149425,2842.6,2875.84,2866.51,4.3,68.0,5.8503941610000005
13380,4861.37,68,29.14,23.0,470,18.46,18.96,17.53,18.9,615.0,612.0,609.0,4.64,4.31,4.67,2853.6,1091.003527396372,1980.479942196532,2637.72,2844.03,2778.45,4.3,95.0,5.649983752000001
13381,4861.37,69,28.76,22.8,432,18.84,19.24,18.76,18.53,618.0,614.0,611.0,4.3,4.22,4.19,2657.4,1087.688338794633,1920.8887283236995,2591.08,2560.09,2602.86,2.5,82.0,5.400675729
13382,4861.37,70,28.47,22.6,435,18.61,18.46,18.77,18.6,615.0,615.0,611.0,4.17,4.24,4.23,2564.55,1071.825224697801,1880.5612280701753,2607.6,2584.53,2585.56,1.7,34.0,5.328726679
13385,4861.37,73,28.45,22.8,434,17.88,18.35,17.41,17.87,616.0,614.0,613.0,4.13,3.93,4.04,2544.08,1054.0556182110165,1723.026705202312,2413.02,2476.52,2477.87,2.9,80.0,5.109078596
13386,4861.37,74,28.33,22.6,412,18.52,18.95,18.25,18.36,617.0,614.0,613.0,4.04,3.91,3.94,2492.68,1010.9357026211428,1685.1381176470586,2400.74,2415.22,2436.21,2.9,91.0,5.052994987
13387,4861.37,75,28.64,22.6,405,18.02,18.38,17.3,18.37,618.0,612.0,613.0,3.85,3.66,3.88,2379.3,1004.6047681772699,1601.4910526315791,2239.92,2378.44,2332.55,3.1,95.0,4.836410182
13391,4861.37,79,27.49,22.4,379,18.44,18.74,18.13,18.46,621.0,616.0,615.0,3.64,3.55,3.62,2260.44,952.1519105168742,1454.6336419753084,2186.8,2226.3,2224.51,2.7,82.0,4.635296951
13392,4861.37,80,27.16,22.3,370,18.5,18.86,18.21,18.44,623.0,617.0,616.0,3.56,3.47,3.52,2217.88,944.153660119431,1393.8872392638036,2140.99,2168.32,2175.73,2.0,94.0,4.619396815
13394,4861.37,82,27.33,22.4,369,18.08,18.2,17.78,18.27,621.0,619.0,616.0,3.44,3.37,3.48,2136.24,916.8329723268387,1298.1935443037976,2086.03,2143.68,2121.98,2.9,85.0,4.411988251
13398,4861.37,86,25.91,22.2,315,18.27,18.63,17.74,18.45,623.0,618.0,619.0,2.98,2.86,2.97,1856.54,834.6584742803808,1190.9323776223778,1767.48,1838.43,1820.82,2.2,86.0,3.916467892
13400,4861.37,88,25.93,22.1,299,18.08,18.41,17.82,18.02,622.0,622.0,622.0,2.8,2.71,2.74,1741.6,795.386768364036,1152.9797727272728,1685.62,1704.28,1710.5,2.6,107.0,3.85477323
13403,4861.37,91,25.2,22.0,283,18.08,18.59,17.95,17.71,624.0,621.0,620.0,2.66,2.58,2.55,1659.84,749.9976008238349,1037.2455462184873,1602.18,1581.0,1614.34,3.8,89.0,3.385884439
13405,4861.37,93,24.83,21.9,264,18.29,18.98,17.7,18.21,624.0,621.0,618.0,2.53,2.37,2.45,1578.72,695.2750088371425,965.598392857143,1471.77,1514.1,1521.53,2.0,88.0,3.407521277
13406,4861.37,94,24.66,21.8,232,19.72,20.59,19.61,18.95,624.0,620.0,618.0,2.41,2.31,2.24,1503.84,656.5968442302667,933.5534234234234,1432.2,1384.32,1440.12,2.6,97.0,3.1981910410000003
13408,4861.37,96,23.76,21.6,222,17.71,18.51,16.82,17.8,626.0,620.0,620.0,2.06,1.89,2.0,1289.56,606.250179192583,860.7067021276599,1171.8,1240.0,1233.79,3.0,101.0,2.753141429
13409,4861.37,97,23.56,21.6,203,18.4,18.92,17.98,18.28,624.0,622.0,619.0,1.93,1.84,1.88,1204.32,580.598846141514,848.0902272727272,1144.48,1163.72,1170.84,3.1,94.0,2.596533485
13410,4861.37,98,23.43,21.5,199,18.08,18.58,17.54,18.11,623.0,618.0,617.0,1.86,1.77,1.83,1158.78,602.6666565339326,842.8478571428572,1093.86,1129.11,1127.25,2.2,93.0,2.620289483
13411,4861.37,99,23.16,21.5,192,18.24,19.28,17.58,17.87,623.0,618.0,621.0,1.86,1.71,1.73,1158.78,570.6716329295738,815.0771794871794,1056.78,1074.33,1096.63,3.6,91.0,2.4234577280000003
13418,4861.37,106,21.06,20.9,125,17.86,18.15,17.8,17.64,618.0,617.0,617.0,1.14,1.12,1.11,704.52,630.7317783260758,744.2513157894736,691.04,684.87,693.48,3.3,96.0,1.606485634
13423,4861.37,111,19.76,20.1,91,18.22,18.96,17.87,17.84,613.0,613.0,612.0,0.87,0.82,0.82,533.31,693.2897639286259,711.686111111111,502.66,501.84,512.6,3.3,96.0,1.262078366
13424,4861.37,112,19.22,20.1,85,17.1,17.09,16.52,17.68,614.0,610.0,610.0,0.73,0.71,0.76,448.22,660.7830039307435,727.915294117647,433.1,463.6,448.31,2.5,102.0,1.191256841
13426,4861.37,114,0.01,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.8435769234984,725.2627272727273,0.0,0.0,0.0,0.1,1.0,0.379993053
13428,4747.33,114,7.22,5.4,183,20.64,21.25,20.94,19.71,668.0,666.0,666.0,1.72,1.7,1.6,1148.96,719.8435769234984,725.2627272727273,1132.2,1065.6,1115.59,0.4,250.0,2.470398095
13429,4747.33,113,7.56,5.6,193,19.99,19.89,19.86,20.21,664.0,667.0,667.0,1.71,1.7,1.73,1135.44,715.5166775771003,713.5091666666666,1133.9,1153.91,1141.08,0.8,260.0,2.444195609
13432,4747.33,110,8.64,6.0,219,20.6,20.15,20.93,20.73,665.0,664.0,664.0,1.97,2.05,2.03,1310.05,672.9858702445044,801.0619047619049,1361.2,1347.92,1339.72,0.6,216.0,2.9162103530000003
13435,4747.33,107,10.12,6.6,246,20.19,20.83,20.47,19.27,665.0,662.0,658.0,2.3,2.27,2.15,1529.5,631.108269472159,767.8190909090908,1502.74,1414.7,1482.31,1.3,208.0,3.2906192780000003
13436,4747.33,106,10.66,7.2,256,20.57,20.87,20.57,20.26,663.0,659.0,660.0,2.41,2.39,2.35,1597.83,630.7317783260758,744.2513157894736,1575.01,1551.0,1574.61,0.6,222.0,3.497043618
13438,4747.33,104,12.28,8.1,282,20.44,20.93,19.39,21.0,660.0,658.0,655.0,2.69,2.5,2.72,1775.4,604.9505206654468,775.1861111111112,1645.0,1781.6,1734.0,1.7,193.0,3.796848356
13439,4747.33,103,12.6,8.3,299,20.52,20.75,19.63,21.19,658.0,657.0,658.0,2.84,2.69,2.9,1868.72,625.125183501241,800.7486885245901,1767.33,1908.2,1848.08,1.7,236.0,4.001831364
13441,4747.33,101,13.77,8.5,326,20.65,20.69,20.2,21.06,656.0,655.0,655.0,3.11,3.04,3.17,2040.16,593.2838670220802,800.5264285714286,1991.2,2076.35,2035.9,2.9,225.0,4.353930075
13442,4747.33,100,14.03,8.9,335,20.74,20.41,20.48,21.35,657.0,653.0,654.0,3.15,3.18,3.31,2069.55,594.0036242616005,817.294794520548,2076.54,2164.74,2103.61,1.2,198.0,4.511383546
13443,4747.33,99,14.37,9.0,344,21.17,20.95,21.17,21.39,654.0,653.0,652.0,3.34,3.38,3.42,2184.36,570.6716329295738,815.0771794871794,2207.14,2229.84,2207.11,0.7,239.0,4.77245599
13445,4747.33,97,14.41,9.1,369,20.6,20.09,20.52,21.19,655.0,654.0,651.0,3.43,3.51,3.64,2246.65,580.598846141514,848.0902272727272,2295.54,2369.64,2303.94,1.9,201.0,4.852251897
13448,4747.33,94,16.41,10.1,402,20.72,21.08,19.99,21.08,650.0,649.0,647.0,3.98,3.78,4.0,2587.0,656.5968442302667,933.5534234234234,2453.22,2588.0,2542.74,1.1,229.0,5.466790144
13454,4747.33,88,19.12,11.1,454,20.6,20.51,20.26,21.03,641.0,639.0,640.0,4.48,4.44,4.6,2871.68,795.386768364036,1152.9797727272728,2837.16,2944.0,2884.28,1.7,169.0,6.0812636410000005
13455,4747.33,87,19.43,10.9,457,20.69,20.43,20.46,21.19,642.0,640.0,639.0,4.49,4.51,4.68,2882.58,813.6162673248905,1166.5745588235295,2886.4,2990.52,2919.83,3.1,182.0,6.161986335
13457,4747.33,85,20.2,11.4,465,20.65,20.35,20.63,20.97,637.0,636.0,637.0,4.6,4.67,4.74,2930.2,858.2808886598292,1192.3961224489794,2970.12,3019.38,2973.23,1.0,192.0,6.294986663
13458,4747.33,84,20.32,11.1,472,20.63,20.45,20.62,20.81,639.0,636.0,634.0,4.68,4.74,4.8,2990.52,878.8320490309687,1201.5773548387097,3014.64,3043.2,3016.12,2.6,185.0,6.381740987000001
13459,4747.33,83,20.47,11.2,482,20.45,20.13,20.4,20.81,637.0,635.0,632.0,4.72,4.8,4.92,3006.64,892.3844391388959,1251.3252564102563,3048.0,3109.44,3054.69,2.4,189.0,6.445254487000001
13460,4747.33,82,20.99,11.5,481,20.88,21.0,20.78,20.85,635.0,632.0,633.0,4.94,4.91,4.92,3136.9,916.8329723268387,1298.1935443037976,3103.12,3114.36,3118.13,1.7,179.0,6.624305359
13461,4747.33,81,21.76,12.1,484,20.87,21.03,20.5,21.07,634.0,628.0,629.0,5.0,4.92,5.05,3170.0,922.0740851803798,1358.8061249999998,3089.76,3176.45,3145.4,1.7,226.0,6.704343019
13462,4747.33,80,21.85,12.0,504,20.44,20.25,20.15,20.91,631.0,629.0,629.0,5.04,5.03,5.22,3180.24,944.153660119431,1393.8872392638036,3163.87,3283.38,3209.16,2.7,183.0,6.956734537000001
13463,4747.33,79,21.74,11.9,504,20.89,20.9,20.84,20.92,632.0,629.0,629.0,5.19,5.2,5.22,3280.08,952.1519105168742,1454.6336419753084,3270.8,3283.38,3278.09,2.7,183.0,6.941601511
13464,4747.33,78,22.51,12.9,508,21.09,21.16,20.63,21.47,631.0,627.0,626.0,5.32,5.22,5.44,3356.92,965.6048865859522,1472.5120710059173,3272.94,3405.44,3345.1,1.8,180.0,7.0666321210000005
13465,4747.33,77,23.51,13.1,524,20.91,20.56,20.53,21.65,629.0,628.0,626.0,5.37,5.37,5.68,3377.73,982.2772663382145,1518.3693529411764,3372.36,3555.68,3435.26,3.1,240.0,7.270555333
13467,4747.33,75,23.85,13.7,533,20.89,20.53,20.73,21.41,629.0,627.0,625.0,5.46,5.53,5.73,3434.34,1004.6047681772699,1601.4910526315791,3467.31,3581.25,3494.3,2.6,170.0,7.353653951
13469,4747.33,73,24.2,13.5,548,20.81,20.75,20.29,21.41,628.0,625.0,627.0,5.69,5.59,5.88,3573.32,1054.0556182110165,1723.026705202312,3493.75,3686.76,3584.61,4.5,186.0,7.6475710989999985
13473,4747.33,69,24.85,14.3,577,20.91,20.77,20.53,21.42,625.0,621.0,620.0,6.04,6.01,6.28,3775.0,1087.688338794633,1920.8887283236995,3732.21,3893.6,3800.27,2.5,192.0,8.007058622
13475,4747.33,67,25.56,14.7,573,21.41,21.44,21.03,21.75,625.0,620.0,620.0,6.21,6.14,6.35,3881.25,1107.918290632988,2033.5681502890175,3806.8,3937.0,3875.02,2.5,187.0,8.203679445
13476,4747.33,66,26.1,15.3,576,20.91,20.78,20.84,21.12,622.0,621.0,617.0,6.09,6.12,6.24,3787.98,1139.0801858634684,2072.5679310344826,3800.52,3850.08,3812.86,4.3,152.0,8.11455773
13477,4747.33,65,25.41,14.5,555,21.02,20.66,20.67,21.73,623.0,619.0,620.0,5.81,5.85,6.14,3619.63,1142.0410277200485,2151.247701149425,3621.15,3806.8,3682.53,3.4,206.0,7.800914589
13479,4747.33,63,25.62,14.8,558,20.62,20.11,20.29,21.45,622.0,621.0,621.0,5.7,5.76,6.09,3545.4,1150.2948372089043,2248.1663218390804,3576.96,3781.89,3634.75,2.1,203.0,7.613928189
13480,4747.33,62,25.76,15.0,578,20.27,19.64,19.75,21.41,622.0,616.0,620.0,5.77,5.86,6.31,3588.94,1174.3210591455522,2294.5628,3609.76,3912.2,3703.63,3.3,186.0,7.792080007999999
13481,4747.33,61,25.64,15.1,577,21.86,21.73,22.0,21.86,622.0,620.0,619.0,6.37,6.47,6.44,3962.14,1179.1905424381903,2348.9205714285713,4011.4,3986.36,3986.63,3.2,187.0,8.456972745
13485,4747.33,57,27.89,16.3,634,21.06,21.13,20.75,21.29,616.0,614.0,611.0,6.93,6.83,7.04,4268.88,1232.0370089986584,2546.793446327684,4193.62,4301.44,4254.65,2.6,243.0,8.993597763
13489,4747.33,53,28.18,16.6,635,21.37,21.23,21.17,21.7,611.0,611.0,608.0,7.04,7.02,7.23,4301.44,1261.8372968537167,2749.357374301676,4289.22,4395.84,4328.83,3.8,181.0,9.237786307999999
13494,4747.33,48,28.85,17.3,641,20.96,21.22,20.85,20.81,612.0,609.0,606.0,7.11,7.02,7.04,4351.32,1329.7605341909195,2897.5574301675974,4275.18,4266.24,4297.58,3.3,201.0,9.163244347000001
13496,4747.33,46,29.07,17.8,641,21.04,21.23,20.79,21.1,611.0,607.0,609.0,7.13,7.03,7.11,4356.43,1316.1916454124116,3019.499553072626,4267.21,4329.99,4317.88,3.1,240.0,9.161763879
13498,4747.33,44,28.8,17.8,649,20.85,20.99,20.82,20.75,611.0,606.0,604.0,7.13,7.13,7.13,4356.43,1345.4101398637774,3105.0838547486032,4320.78,4306.52,4327.91,3.4,206.0,9.201272341000001
13499,4747.33,43,28.66,18.2,655,20.8,20.86,20.82,20.73,610.0,607.0,607.0,7.16,7.18,7.15,4367.6,1337.889742117092,3170.28592178771,4358.26,4340.05,4355.3,3.2,191.0,9.23240559
13501,4747.33,41,29.7,18.6,664,20.74,20.82,20.53,20.87,607.0,606.0,605.0,7.31,7.22,7.35,4437.17,1346.7434587169703,3233.1788268156424,4375.32,4446.75,4419.75,3.8,191.0,9.421799158999999
13507,4747.33,35,31.14,20.5,681,20.91,20.87,20.81,21.06,606.0,604.0,601.0,7.57,7.57,7.7,4587.42,1437.9953826211895,3372.635833333334,4572.28,4627.7,4595.8,4.0,220.0,9.639094106
13510,4747.33,32,31.66,20.7,680,20.77,20.6,20.66,21.05,604.0,601.0,602.0,7.5,7.56,7.69,4530.0,1449.0633471723113,3473.0386666666664,4543.56,4629.38,4567.65,5.5,209.0,9.85670177
13511,4747.33,31,32.18,20.8,681,20.87,20.75,20.72,21.14,604.0,600.0,601.0,7.58,7.62,7.76,4578.32,1453.4168991924112,3491.5505,4572.0,4663.76,4604.69,5.7,219.0,9.961325118
13512,4747.33,30,32.74,21.0,685,20.64,20.12,20.69,21.1,600.0,597.0,601.0,7.46,7.71,7.81,4476.0,1461.5754181044574,3508.030055555555,4602.87,4693.81,4590.89,3.3,252.0,9.624507795
13513,4747.33,29,32.47,21.3,616,22.4,21.89,22.82,22.49,604.0,600.0,600.0,7.24,7.6,7.49,4372.96,1459.4353413861718,3547.8445000000006,4560.0,4494.0,4475.65,1.4,251.0,9.315053803
13516,4747.33,26,32.49,21.8,697,20.6,20.69,20.09,21.03,602.0,597.0,598.0,7.77,7.61,7.95,4677.54,1463.019664317415,3615.7889444444445,4543.17,4754.1,4658.27,3.0,234.0,9.80191442
13519,4747.33,23,33.41,23.0,695,20.53,20.57,20.15,20.86,599.0,596.0,596.0,7.77,7.65,7.92,4654.23,1488.963618265063,3688.299111111111,4559.4,4720.32,4644.65,3.0,263.0,9.71263502
13521,4747.33,21,33.83,23.3,706,20.35,20.28,20.18,20.59,597.0,595.0,594.0,7.82,7.81,7.98,4668.54,1477.3120000608747,3711.2814999999996,4646.95,4740.12,4685.2,5.4,261.0,10.00875566
13523,4747.33,19,34.7,23.6,713,20.3,20.25,20.11,20.55,595.0,594.0,594.0,7.94,7.9,8.07,4724.3,1488.2322469412875,3742.6334444444446,4692.6,4793.58,4736.83,4.7,258.0,10.05888538
13524,4747.33,18,34.68,23.8,699,20.27,20.23,20.06,20.52,594.0,595.0,594.0,7.79,7.71,7.9,4627.26,1460.7387399756178,3811.8166666666666,4587.45,4692.6,4635.77,6.1,252.0,10.00805834
13526,4747.33,16,34.43,24.0,692,20.22,20.2,20.18,20.28,595.0,595.0,592.0,7.68,7.67,7.75,4569.6,1439.7571592942065,3852.478722222223,4563.65,4588.0,4573.75,4.5,225.0,9.733466617000001
13527,4747.33,15,34.49,24.3,669,20.62,20.79,20.56,20.51,600.0,594.0,591.0,7.58,7.57,7.59,4548.0,1443.2042320950954,3868.1148333333335,4496.58,4485.69,4510.09,5.3,275.0,9.638109816
13528,4747.33,14,34.45,24.5,615,20.82,22.38,19.72,20.37,596.0,597.0,596.0,7.55,6.64,6.87,4499.8,1440.0355971238562,3899.1234999999997,3964.08,4094.52,4186.13,4.9,267.0,8.662209857999999
13529,4747.33,13,34.08,24.6,571,20.27,20.12,19.25,21.43,598.0,598.0,597.0,6.27,6.0,6.69,3749.46,1412.0282007148658,3926.636777777778,3588.0,3993.93,3777.13,4.8,272.0,7.849154913
13530,4747.33,12,33.83,24.8,597,19.71,19.82,19.08,20.22,602.0,600.0,601.0,6.41,6.19,6.55,3858.82,1413.750733996813,3945.8891666666664,3714.0,3936.55,3836.46,3.7,215.0,7.980715176
13531,4747.33,11,33.22,24.8,609,20.22,20.17,19.62,20.86,600.0,597.0,599.0,6.66,6.51,6.9,3996.0,1442.0153944211356,3959.901888888888,3886.47,4133.1,4005.19,4.2,250.0,8.327030538999999
13533,4747.33,9,33.8,25.3,652,20.14,20.06,20.46,19.92,599.0,599.0,598.0,7.12,7.26,7.08,4264.88,1419.5559337023128,3992.315000000001,4348.74,4233.84,4282.49,4.6,248.0,9.040371946
13537,4747.33,5,35.49,25.9,632,20.82,20.62,20.42,21.43,594.0,595.0,592.0,7.2,7.12,7.51,4276.8,1384.2806399189194,4100.216333333333,4236.4,4445.92,4319.71,6.0,255.0,9.278045646
13538,4747.33,4,35.37,26.0,632,20.47,20.93,20.36,20.11,596.0,593.0,594.0,7.28,7.12,7.02,4338.88,1352.231893979354,4148.84635359116,4222.16,4169.88,4243.64,4.4,200.0,9.043482898999999
13539,4747.33,3,35.01,25.9,707,20.11,20.23,20.26,19.84,597.0,594.0,593.0,7.85,7.9,7.75,4686.45,1372.2108293945319,4161.931783783783,4692.6,4595.75,4658.27,6.9,240.0,10.10875447
13541,4747.33,1,35.16,26.4,714,17.29,15.41,17.35,19.1,597.0,597.0,593.0,6.04,6.8,7.54,3605.88,1336.9732753166056,4159.314628099173,4059.6,4471.22,4045.57,6.5,272.0,8.5126183
13542,4747.33,0,35.45,26.2,704,20.55,20.59,20.55,20.51,596.0,592.0,593.0,7.98,8.02,7.99,4756.08,1226.4210476885603,4330.038222222223,4747.84,4738.07,4747.33,7.2,268.0,10.31546979
13545,4706.28,1,35.83,26.6,585,21.23,21.39,21.3,21.01,597.0,596.0,595.0,6.89,6.87,6.79,4113.33,1336.9732753166056,4159.314628099173,4094.52,4040.05,4082.63,7.2,255.0,9.268233487
13546,4706.28,2,33.41,26.2,620,12.71,7.74,14.54,15.85,601.0,604.0,607.0,2.6,4.86,5.27,1562.6,1362.5665293465029,4175.943937823834,2935.44,3198.89,2565.64,7.2,273.0,6.185506397999999
13547,4706.28,3,33.22,26.3,631,17.64,21.51,10.76,20.64,604.0,600.0,601.0,7.31,3.68,7.05,4415.24,1372.2108293945319,4161.931783783783,2208.0,4237.05,3620.1,7.2,258.0,7.585467361
13548,4706.28,4,32.7,26.6,683,19.28,20.2,17.46,20.17,606.0,605.0,602.0,7.39,6.4,7.43,4478.34,1352.231893979354,4148.84635359116,3872.0,4472.86,4274.4,7.1,271.0,9.133327568
13550,4706.28,6,34.37,27.0,609,20.08,19.51,20.32,20.42,601.0,599.0,596.0,6.46,6.75,6.82,3882.46,1408.4878297036582,4073.849888888889,4043.25,4064.72,3996.81,4.9,249.0,8.322599969
13551,4706.28,7,34.85,27.5,633,19.63,19.6,19.39,19.89,599.0,599.0,600.0,6.78,6.71,6.87,4061.22,1413.145230512694,4057.9109444444443,4019.29,4122.0,4067.5,4.9,254.0,8.920948957
13553,4706.28,9,34.22,26.9,641,19.42,18.63,18.74,20.88,602.0,599.0,598.0,6.48,6.55,7.31,3900.96,1419.5559337023128,3992.315000000001,3923.45,4371.38,4065.26,4.9,267.0,8.838625437000001
